code,codetype,code_description,event
4341,ICD10CM,Cerebrovascular_disease,cci
43410,ICD10CM,Cerebrovascular_disease,cci
43411,ICD10CM,Cerebrovascular_disease,cci
4342,ICD10CM,Cerebrovascular_disease,cci
4349,ICD10CM,Cerebrovascular_disease,cci
43490,ICD10CM,Cerebrovascular_disease,cci
43491,ICD10CM,Cerebrovascular_disease,cci
435,ICD10CM,Cerebrovascular_disease,cci
4350,ICD10CM,Cerebrovascular_disease,cci
4351,ICD10CM,Cerebrovascular_disease,cci
4352,ICD10CM,Cerebrovascular_disease,cci
4353,ICD10CM,Cerebrovascular_disease,cci
4358,ICD10CM,Cerebrovascular_disease,cci
4359,ICD10CM,Cerebrovascular_disease,cci
436,ICD10CM,Cerebrovascular_disease,cci
437,ICD10CM,Cerebrovascular_disease,cci
4370,ICD10CM,Cerebrovascular_disease,cci
4371,ICD10CM,Cerebrovascular_disease,cci
4372,ICD10CM,Cerebrovascular_disease,cci
4373,ICD10CM,Cerebrovascular_disease,cci
4374,ICD10CM,Cerebrovascular_disease,cci
4375,ICD10CM,Cerebrovascular_disease,cci
4376,ICD10CM,Cerebrovascular_disease,cci
4377,ICD10CM,Cerebrovascular_disease,cci
4378,ICD10CM,Cerebrovascular_disease,cci
4379,ICD10CM,Cerebrovascular_disease,cci
438,ICD10CM,Cerebrovascular_disease,cci
4380,ICD10CM,Cerebrovascular_disease,cci
4381,ICD10CM,Cerebrovascular_disease,cci
43810,ICD10CM,Cerebrovascular_disease,cci
43811,ICD10CM,Cerebrovascular_disease,cci
43812,ICD10CM,Cerebrovascular_disease,cci
43813,ICD10CM,Cerebrovascular_disease,cci
43814,ICD10CM,Cerebrovascular_disease,cci
43819,ICD10CM,Cerebrovascular_disease,cci
4382,ICD10CM,Cerebrovascular_disease,cci
43820,ICD10CM,Cerebrovascular_disease,cci
43821,ICD10CM,Cerebrovascular_disease,cci
43822,ICD10CM,Cerebrovascular_disease,cci
4383,ICD10CM,Cerebrovascular_disease,cci
43830,ICD10CM,Cerebrovascular_disease,cci
43831,ICD10CM,Cerebrovascular_disease,cci
43832,ICD10CM,Cerebrovascular_disease,cci
4384,ICD10CM,Cerebrovascular_disease,cci
43840,ICD10CM,Cerebrovascular_disease,cci
43841,ICD10CM,Cerebrovascular_disease,cci
43842,ICD10CM,Cerebrovascular_disease,cci
4385,ICD10CM,Cerebrovascular_disease,cci
43850,ICD10CM,Cerebrovascular_disease,cci
43851,ICD10CM,Cerebrovascular_disease,cci
43852,ICD10CM,Cerebrovascular_disease,cci
43853,ICD10CM,Cerebrovascular_disease,cci
4386,ICD10CM,Cerebrovascular_disease,cci
4387,ICD10CM,Cerebrovascular_disease,cci
4388,ICD10CM,Cerebrovascular_disease,cci
43881,ICD10CM,Cerebrovascular_disease,cci
43882,ICD10CM,Cerebrovascular_disease,cci
43883,ICD10CM,Cerebrovascular_disease,cci
43884,ICD10CM,Cerebrovascular_disease,cci
43885,ICD10CM,Cerebrovascular_disease,cci
43889,ICD10CM,Cerebrovascular_disease,cci
4389,ICD10CM,Cerebrovascular_disease,cci
F01,ICD10CM,Dementia,cci
F015,ICD10CM,Dementia,cci
F0150,ICD10CM,Dementia,cci
F0151,ICD10CM,Dementia,cci
F02,ICD10CM,Dementia,cci
F0280,ICD10CM,Dementia,cci
F0281,ICD10CM,Dementia,cci
F039,ICD10CM,Dementia,cci
F0390,ICD10CM,Dementia,cci
F0391,ICD10CM,Dementia,cci
G30,ICD10CM,Dementia,cci
G300,ICD10CM,Dementia,cci
G301,ICD10CM,Dementia,cci
G308,ICD10CM,Dementia,cci
G309,ICD10CM,Dementia,cci
G311,ICD10CM,Dementia,cci
290,ICD10CM,Dementia,cci
2900,ICD10CM,Dementia,cci
2901,ICD10CM,Dementia,cci
29010,ICD10CM,Dementia,cci
29011,ICD10CM,Dementia,cci
29012,ICD10CM,Dementia,cci
29013,ICD10CM,Dementia,cci
2902,ICD10CM,Dementia,cci
29020,ICD10CM,Dementia,cci
29021,ICD10CM,Dementia,cci
2903,ICD10CM,Dementia,cci
2904,ICD10CM,Dementia,cci
29040,ICD10CM,Dementia,cci
29041,ICD10CM,Dementia,cci
29042,ICD10CM,Dementia,cci
29043,ICD10CM,Dementia,cci
2908,ICD10CM,Dementia,cci
2909,ICD10CM,Dementia,cci
2941,ICD10CM,Dementia,cci
29410,ICD10CM,Dementia,cci
29411,ICD10CM,Dementia,cci
3312,ICD10CM,Dementia,cci
I2781,ICD10CM,Chronic_pulmonary_disease,cci
I2782,ICD10CM,Chronic_pulmonary_disease,cci
I2783,ICD10CM,Chronic_pulmonary_disease,cci
I2789,ICD10CM,Chronic_pulmonary_disease,cci
I279,ICD10CM,Chronic_pulmonary_disease,cci
J40,ICD10CM,Chronic_pulmonary_disease,cci
J41,ICD10CM,Chronic_pulmonary_disease,cci
J410,ICD10CM,Chronic_pulmonary_disease,cci
J411,ICD10CM,Chronic_pulmonary_disease,cci
J418,ICD10CM,Chronic_pulmonary_disease,cci
J42,ICD10CM,Chronic_pulmonary_disease,cci
J43,ICD10CM,Chronic_pulmonary_disease,cci
J430,ICD10CM,Chronic_pulmonary_disease,cci
J431,ICD10CM,Chronic_pulmonary_disease,cci
J432,ICD10CM,Chronic_pulmonary_disease,cci
J438,ICD10CM,Chronic_pulmonary_disease,cci
J439,ICD10CM,Chronic_pulmonary_disease,cci
J44,ICD10CM,Chronic_pulmonary_disease,cci
J440,ICD10CM,Chronic_pulmonary_disease,cci
J441,ICD10CM,Chronic_pulmonary_disease,cci
J449,ICD10CM,Chronic_pulmonary_disease,cci
J45,ICD10CM,Chronic_pulmonary_disease,cci
J452,ICD10CM,Chronic_pulmonary_disease,cci
J4520,ICD10CM,Chronic_pulmonary_disease,cci
J4521,ICD10CM,Chronic_pulmonary_disease,cci
J4522,ICD10CM,Chronic_pulmonary_disease,cci
J453,ICD10CM,Chronic_pulmonary_disease,cci
J4530,ICD10CM,Chronic_pulmonary_disease,cci
J4531,ICD10CM,Chronic_pulmonary_disease,cci
J4532,ICD10CM,Chronic_pulmonary_disease,cci
J454,ICD10CM,Chronic_pulmonary_disease,cci
J4540,ICD10CM,Chronic_pulmonary_disease,cci
J4541,ICD10CM,Chronic_pulmonary_disease,cci
J4542,ICD10CM,Chronic_pulmonary_disease,cci
J455,ICD10CM,Chronic_pulmonary_disease,cci
J4550,ICD10CM,Chronic_pulmonary_disease,cci
J4551,ICD10CM,Chronic_pulmonary_disease,cci
J4552,ICD10CM,Chronic_pulmonary_disease,cci
J4590,ICD10CM,Chronic_pulmonary_disease,cci
J45901,ICD10CM,Chronic_pulmonary_disease,cci
J45902,ICD10CM,Chronic_pulmonary_disease,cci
J45909,ICD10CM,Chronic_pulmonary_disease,cci
J4599,ICD10CM,Chronic_pulmonary_disease,cci
J45990,ICD10CM,Chronic_pulmonary_disease,cci
J45991,ICD10CM,Chronic_pulmonary_disease,cci
J45998,ICD10CM,Chronic_pulmonary_disease,cci
J470,ICD10CM,Chronic_pulmonary_disease,cci
J471,ICD10CM,Chronic_pulmonary_disease,cci
J479,ICD10CM,Chronic_pulmonary_disease,cci
J60,ICD10CM,Chronic_pulmonary_disease,cci
J61,ICD10CM,Chronic_pulmonary_disease,cci
J62,ICD10CM,Chronic_pulmonary_disease,cci
J620,ICD10CM,Chronic_pulmonary_disease,cci
J628,ICD10CM,Chronic_pulmonary_disease,cci
J63,ICD10CM,Chronic_pulmonary_disease,cci
J630,ICD10CM,Chronic_pulmonary_disease,cci
J631,ICD10CM,Chronic_pulmonary_disease,cci
J632,ICD10CM,Chronic_pulmonary_disease,cci
J633,ICD10CM,Chronic_pulmonary_disease,cci
J634,ICD10CM,Chronic_pulmonary_disease,cci
J635,ICD10CM,Chronic_pulmonary_disease,cci
J636,ICD10CM,Chronic_pulmonary_disease,cci
J64,ICD10CM,Chronic_pulmonary_disease,cci
J65,ICD10CM,Chronic_pulmonary_disease,cci
J66,ICD10CM,Chronic_pulmonary_disease,cci
J660,ICD10CM,Chronic_pulmonary_disease,cci
J661,ICD10CM,Chronic_pulmonary_disease,cci
J662,ICD10CM,Chronic_pulmonary_disease,cci
J668,ICD10CM,Chronic_pulmonary_disease,cci
J67,ICD10CM,Chronic_pulmonary_disease,cci
J670,ICD10CM,Chronic_pulmonary_disease,cci
J671,ICD10CM,Chronic_pulmonary_disease,cci
J672,ICD10CM,Chronic_pulmonary_disease,cci
J673,ICD10CM,Chronic_pulmonary_disease,cci
J674,ICD10CM,Chronic_pulmonary_disease,cci
J675,ICD10CM,Chronic_pulmonary_disease,cci
J676,ICD10CM,Chronic_pulmonary_disease,cci
J677,ICD10CM,Chronic_pulmonary_disease,cci
J678,ICD10CM,Chronic_pulmonary_disease,cci
J679,ICD10CM,Chronic_pulmonary_disease,cci
J684,ICD10CM,Chronic_pulmonary_disease,cci
J701,ICD10CM,Chronic_pulmonary_disease,cci
J703,ICD10CM,Chronic_pulmonary_disease,cci
4168,ICD10CM,Chronic_pulmonary_disease,cci
4169,ICD10CM,Chronic_pulmonary_disease,cci
490,ICD10CM,Chronic_pulmonary_disease,cci
4901,ICD10CM,Chronic_pulmonary_disease,cci
4902,ICD10CM,Chronic_pulmonary_disease,cci
4903,ICD10CM,Chronic_pulmonary_disease,cci
4904,ICD10CM,Chronic_pulmonary_disease,cci
491,ICD10CM,Chronic_pulmonary_disease,cci
4910,ICD10CM,Chronic_pulmonary_disease,cci
4911,ICD10CM,Chronic_pulmonary_disease,cci
4912,ICD10CM,Chronic_pulmonary_disease,cci
49120,ICD10CM,Chronic_pulmonary_disease,cci
49121,ICD10CM,Chronic_pulmonary_disease,cci
49122,ICD10CM,Chronic_pulmonary_disease,cci
4918,ICD10CM,Chronic_pulmonary_disease,cci
4919,ICD10CM,Chronic_pulmonary_disease,cci
492,ICD10CM,Chronic_pulmonary_disease,cci
4920,ICD10CM,Chronic_pulmonary_disease,cci
4921,ICD10CM,Chronic_pulmonary_disease,cci
4922,ICD10CM,Chronic_pulmonary_disease,cci
4923,ICD10CM,Chronic_pulmonary_disease,cci
4928,ICD10CM,Chronic_pulmonary_disease,cci
4929,ICD10CM,Chronic_pulmonary_disease,cci
493,ICD10CM,Chronic_pulmonary_disease,cci
4930,ICD10CM,Chronic_pulmonary_disease,cci
49300,ICD10CM,Chronic_pulmonary_disease,cci
49301,ICD10CM,Chronic_pulmonary_disease,cci
49302,ICD10CM,Chronic_pulmonary_disease,cci
4931,ICD10CM,Chronic_pulmonary_disease,cci
49310,ICD10CM,Chronic_pulmonary_disease,cci
49311,ICD10CM,Chronic_pulmonary_disease,cci
49312,ICD10CM,Chronic_pulmonary_disease,cci
4932,ICD10CM,Chronic_pulmonary_disease,cci
49320,ICD10CM,Chronic_pulmonary_disease,cci
49321,ICD10CM,Chronic_pulmonary_disease,cci
49322,ICD10CM,Chronic_pulmonary_disease,cci
4938,ICD10CM,Chronic_pulmonary_disease,cci
49381,ICD10CM,Chronic_pulmonary_disease,cci
49382,ICD10CM,Chronic_pulmonary_disease,cci
4939,ICD10CM,Chronic_pulmonary_disease,cci
49390,ICD10CM,Chronic_pulmonary_disease,cci
49391,ICD10CM,Chronic_pulmonary_disease,cci
49392,ICD10CM,Chronic_pulmonary_disease,cci
494,ICD10CM,Chronic_pulmonary_disease,cci
4940,ICD10CM,Chronic_pulmonary_disease,cci
4941,ICD10CM,Chronic_pulmonary_disease,cci
4942,ICD10CM,Chronic_pulmonary_disease,cci
4943,ICD10CM,Chronic_pulmonary_disease,cci
4944,ICD10CM,Chronic_pulmonary_disease,cci
4945,ICD10CM,Chronic_pulmonary_disease,cci
4946,ICD10CM,Chronic_pulmonary_disease,cci
4947,ICD10CM,Chronic_pulmonary_disease,cci
4949,ICD10CM,Chronic_pulmonary_disease,cci
495,ICD10CM,Chronic_pulmonary_disease,cci
4950,ICD10CM,Chronic_pulmonary_disease,cci
4951,ICD10CM,Chronic_pulmonary_disease,cci
4952,ICD10CM,Chronic_pulmonary_disease,cci
4953,ICD10CM,Chronic_pulmonary_disease,cci
4954,ICD10CM,Chronic_pulmonary_disease,cci
4955,ICD10CM,Chronic_pulmonary_disease,cci
4956,ICD10CM,Chronic_pulmonary_disease,cci
4957,ICD10CM,Chronic_pulmonary_disease,cci
4958,ICD10CM,Chronic_pulmonary_disease,cci
4959,ICD10CM,Chronic_pulmonary_disease,cci
496,ICD10CM,Chronic_pulmonary_disease,cci
500,ICD10CM,Chronic_pulmonary_disease,cci
501,ICD10CM,Chronic_pulmonary_disease,cci
5011,ICD10CM,Chronic_pulmonary_disease,cci
5012,ICD10CM,Chronic_pulmonary_disease,cci
5013,ICD10CM,Chronic_pulmonary_disease,cci
5014,ICD10CM,Chronic_pulmonary_disease,cci
5019,ICD10CM,Chronic_pulmonary_disease,cci
502,ICD10CM,Chronic_pulmonary_disease,cci
5021,ICD10CM,Chronic_pulmonary_disease,cci
5022,ICD10CM,Chronic_pulmonary_disease,cci
5023,ICD10CM,Chronic_pulmonary_disease,cci
5024,ICD10CM,Chronic_pulmonary_disease,cci
5025,ICD10CM,Chronic_pulmonary_disease,cci
5026,ICD10CM,Chronic_pulmonary_disease,cci
5029,ICD10CM,Chronic_pulmonary_disease,cci
503,ICD10CM,Chronic_pulmonary_disease,cci
504,ICD10CM,Chronic_pulmonary_disease,cci
505,ICD10CM,Chronic_pulmonary_disease,cci
5051,ICD10CM,Chronic_pulmonary_disease,cci
5059,ICD10CM,Chronic_pulmonary_disease,cci
5064,ICD10CM,Chronic_pulmonary_disease,cci
5081,ICD10CM,Chronic_pulmonary_disease,cci
5088,ICD10CM,Chronic_pulmonary_disease,cci
M05,ICD10CM,Rheumatologic_disease,cci
M0500,ICD10CM,Rheumatologic_disease,cci
M05011,ICD10CM,Rheumatologic_disease,cci
M05012,ICD10CM,Rheumatologic_disease,cci
M05019,ICD10CM,Rheumatologic_disease,cci
M05021,ICD10CM,Rheumatologic_disease,cci
M05022,ICD10CM,Rheumatologic_disease,cci
M05029,ICD10CM,Rheumatologic_disease,cci
M05031,ICD10CM,Rheumatologic_disease,cci
M05032,ICD10CM,Rheumatologic_disease,cci
M05039,ICD10CM,Rheumatologic_disease,cci
M05041,ICD10CM,Rheumatologic_disease,cci
M05042,ICD10CM,Rheumatologic_disease,cci
M05049,ICD10CM,Rheumatologic_disease,cci
M05051,ICD10CM,Rheumatologic_disease,cci
M05052,ICD10CM,Rheumatologic_disease,cci
M05059,ICD10CM,Rheumatologic_disease,cci
M05061,ICD10CM,Rheumatologic_disease,cci
M05062,ICD10CM,Rheumatologic_disease,cci
M05069,ICD10CM,Rheumatologic_disease,cci
M05071,ICD10CM,Rheumatologic_disease,cci
M05072,ICD10CM,Rheumatologic_disease,cci
M05079,ICD10CM,Rheumatologic_disease,cci
M0509,ICD10CM,Rheumatologic_disease,cci
M0510,ICD10CM,Rheumatologic_disease,cci
M05111,ICD10CM,Rheumatologic_disease,cci
M05112,ICD10CM,Rheumatologic_disease,cci
M05119,ICD10CM,Rheumatologic_disease,cci
M05121,ICD10CM,Rheumatologic_disease,cci
M05122,ICD10CM,Rheumatologic_disease,cci
M05129,ICD10CM,Rheumatologic_disease,cci
M05131,ICD10CM,Rheumatologic_disease,cci
M05132,ICD10CM,Rheumatologic_disease,cci
M05139,ICD10CM,Rheumatologic_disease,cci
M05141,ICD10CM,Rheumatologic_disease,cci
M05142,ICD10CM,Rheumatologic_disease,cci
M05149,ICD10CM,Rheumatologic_disease,cci
M05151,ICD10CM,Rheumatologic_disease,cci
M05152,ICD10CM,Rheumatologic_disease,cci
M05159,ICD10CM,Rheumatologic_disease,cci
M05161,ICD10CM,Rheumatologic_disease,cci
M05162,ICD10CM,Rheumatologic_disease,cci
M05169,ICD10CM,Rheumatologic_disease,cci
M05171,ICD10CM,Rheumatologic_disease,cci
M05172,ICD10CM,Rheumatologic_disease,cci
M05179,ICD10CM,Rheumatologic_disease,cci
M0519,ICD10CM,Rheumatologic_disease,cci
M0520,ICD10CM,Rheumatologic_disease,cci
M05211,ICD10CM,Rheumatologic_disease,cci
M05212,ICD10CM,Rheumatologic_disease,cci
M05219,ICD10CM,Rheumatologic_disease,cci
M05221,ICD10CM,Rheumatologic_disease,cci
M05222,ICD10CM,Rheumatologic_disease,cci
M05229,ICD10CM,Rheumatologic_disease,cci
M05231,ICD10CM,Rheumatologic_disease,cci
M05232,ICD10CM,Rheumatologic_disease,cci
M05239,ICD10CM,Rheumatologic_disease,cci
M05241,ICD10CM,Rheumatologic_disease,cci
M05242,ICD10CM,Rheumatologic_disease,cci
M05249,ICD10CM,Rheumatologic_disease,cci
M05251,ICD10CM,Rheumatologic_disease,cci
M05252,ICD10CM,Rheumatologic_disease,cci
M05259,ICD10CM,Rheumatologic_disease,cci
M05261,ICD10CM,Rheumatologic_disease,cci
M05262,ICD10CM,Rheumatologic_disease,cci
M05269,ICD10CM,Rheumatologic_disease,cci
M05271,ICD10CM,Rheumatologic_disease,cci
M05272,ICD10CM,Rheumatologic_disease,cci
M05279,ICD10CM,Rheumatologic_disease,cci
M0529,ICD10CM,Rheumatologic_disease,cci
M0530,ICD10CM,Rheumatologic_disease,cci
M05311,ICD10CM,Rheumatologic_disease,cci
M05312,ICD10CM,Rheumatologic_disease,cci
M05319,ICD10CM,Rheumatologic_disease,cci
M05321,ICD10CM,Rheumatologic_disease,cci
M05322,ICD10CM,Rheumatologic_disease,cci
M05329,ICD10CM,Rheumatologic_disease,cci
M05331,ICD10CM,Rheumatologic_disease,cci
M05332,ICD10CM,Rheumatologic_disease,cci
M05339,ICD10CM,Rheumatologic_disease,cci
M05341,ICD10CM,Rheumatologic_disease,cci
M05342,ICD10CM,Rheumatologic_disease,cci
M05349,ICD10CM,Rheumatologic_disease,cci
M05351,ICD10CM,Rheumatologic_disease,cci
M05352,ICD10CM,Rheumatologic_disease,cci
M05359,ICD10CM,Rheumatologic_disease,cci
M05361,ICD10CM,Rheumatologic_disease,cci
M05362,ICD10CM,Rheumatologic_disease,cci
M05369,ICD10CM,Rheumatologic_disease,cci
M05371,ICD10CM,Rheumatologic_disease,cci
M05372,ICD10CM,Rheumatologic_disease,cci
M05379,ICD10CM,Rheumatologic_disease,cci
M0539,ICD10CM,Rheumatologic_disease,cci
M054,ICD10CM,Rheumatologic_disease,cci
M0540,ICD10CM,Rheumatologic_disease,cci
M0541,ICD10CM,Rheumatologic_disease,cci
M05411,ICD10CM,Rheumatologic_disease,cci
M05412,ICD10CM,Rheumatologic_disease,cci
M05419,ICD10CM,Rheumatologic_disease,cci
M0542,ICD10CM,Rheumatologic_disease,cci
M05421,ICD10CM,Rheumatologic_disease,cci
M05422,ICD10CM,Rheumatologic_disease,cci
M05429,ICD10CM,Rheumatologic_disease,cci
M0543,ICD10CM,Rheumatologic_disease,cci
M05431,ICD10CM,Rheumatologic_disease,cci
M05432,ICD10CM,Rheumatologic_disease,cci
M05439,ICD10CM,Rheumatologic_disease,cci
M0544,ICD10CM,Rheumatologic_disease,cci
M05441,ICD10CM,Rheumatologic_disease,cci
M05442,ICD10CM,Rheumatologic_disease,cci
M05449,ICD10CM,Rheumatologic_disease,cci
M0545,ICD10CM,Rheumatologic_disease,cci
M05451,ICD10CM,Rheumatologic_disease,cci
M05452,ICD10CM,Rheumatologic_disease,cci
M05459,ICD10CM,Rheumatologic_disease,cci
M0546,ICD10CM,Rheumatologic_disease,cci
M05461,ICD10CM,Rheumatologic_disease,cci
M05462,ICD10CM,Rheumatologic_disease,cci
M05469,ICD10CM,Rheumatologic_disease,cci
M0547,ICD10CM,Rheumatologic_disease,cci
M05471,ICD10CM,Rheumatologic_disease,cci
M05472,ICD10CM,Rheumatologic_disease,cci
M05479,ICD10CM,Rheumatologic_disease,cci
M0549,ICD10CM,Rheumatologic_disease,cci
M055,ICD10CM,Rheumatologic_disease,cci
M0550,ICD10CM,Rheumatologic_disease,cci
M0551,ICD10CM,Rheumatologic_disease,cci
M05511,ICD10CM,Rheumatologic_disease,cci
M05512,ICD10CM,Rheumatologic_disease,cci
M05519,ICD10CM,Rheumatologic_disease,cci
M0552,ICD10CM,Rheumatologic_disease,cci
M05521,ICD10CM,Rheumatologic_disease,cci
M05522,ICD10CM,Rheumatologic_disease,cci
M05529,ICD10CM,Rheumatologic_disease,cci
M0553,ICD10CM,Rheumatologic_disease,cci
M05531,ICD10CM,Rheumatologic_disease,cci
M05532,ICD10CM,Rheumatologic_disease,cci
M05539,ICD10CM,Rheumatologic_disease,cci
M0554,ICD10CM,Rheumatologic_disease,cci
M05541,ICD10CM,Rheumatologic_disease,cci
M05542,ICD10CM,Rheumatologic_disease,cci
M05549,ICD10CM,Rheumatologic_disease,cci
M0555,ICD10CM,Rheumatologic_disease,cci
M05551,ICD10CM,Rheumatologic_disease,cci
M05552,ICD10CM,Rheumatologic_disease,cci
M05559,ICD10CM,Rheumatologic_disease,cci
M0556,ICD10CM,Rheumatologic_disease,cci
M05561,ICD10CM,Rheumatologic_disease,cci
M05562,ICD10CM,Rheumatologic_disease,cci
M05569,ICD10CM,Rheumatologic_disease,cci
M0557,ICD10CM,Rheumatologic_disease,cci
M05571,ICD10CM,Rheumatologic_disease,cci
M05572,ICD10CM,Rheumatologic_disease,cci
M05579,ICD10CM,Rheumatologic_disease,cci
M0559,ICD10CM,Rheumatologic_disease,cci
M056,ICD10CM,Rheumatologic_disease,cci
M0560,ICD10CM,Rheumatologic_disease,cci
M0561,ICD10CM,Rheumatologic_disease,cci
M05611,ICD10CM,Rheumatologic_disease,cci
M05612,ICD10CM,Rheumatologic_disease,cci
M05619,ICD10CM,Rheumatologic_disease,cci
M0562,ICD10CM,Rheumatologic_disease,cci
M05621,ICD10CM,Rheumatologic_disease,cci
M05622,ICD10CM,Rheumatologic_disease,cci
M05629,ICD10CM,Rheumatologic_disease,cci
M0563,ICD10CM,Rheumatologic_disease,cci
M05631,ICD10CM,Rheumatologic_disease,cci
M05632,ICD10CM,Rheumatologic_disease,cci
M05639,ICD10CM,Rheumatologic_disease,cci
M0564,ICD10CM,Rheumatologic_disease,cci
M05641,ICD10CM,Rheumatologic_disease,cci
M05642,ICD10CM,Rheumatologic_disease,cci
M05649,ICD10CM,Rheumatologic_disease,cci
M0565,ICD10CM,Rheumatologic_disease,cci
M05651,ICD10CM,Rheumatologic_disease,cci
M05652,ICD10CM,Rheumatologic_disease,cci
M05659,ICD10CM,Rheumatologic_disease,cci
M0566,ICD10CM,Rheumatologic_disease,cci
M05661,ICD10CM,Rheumatologic_disease,cci
M05662,ICD10CM,Rheumatologic_disease,cci
M05669,ICD10CM,Rheumatologic_disease,cci
M0567,ICD10CM,Rheumatologic_disease,cci
M05671,ICD10CM,Rheumatologic_disease,cci
M05672,ICD10CM,Rheumatologic_disease,cci
M05679,ICD10CM,Rheumatologic_disease,cci
M0569,ICD10CM,Rheumatologic_disease,cci
M057,ICD10CM,Rheumatologic_disease,cci
M0570,ICD10CM,Rheumatologic_disease,cci
M0571,ICD10CM,Rheumatologic_disease,cci
M05711,ICD10CM,Rheumatologic_disease,cci
M05712,ICD10CM,Rheumatologic_disease,cci
M05719,ICD10CM,Rheumatologic_disease,cci
M0572,ICD10CM,Rheumatologic_disease,cci
M05721,ICD10CM,Rheumatologic_disease,cci
M05722,ICD10CM,Rheumatologic_disease,cci
M05729,ICD10CM,Rheumatologic_disease,cci
M0573,ICD10CM,Rheumatologic_disease,cci
M05731,ICD10CM,Rheumatologic_disease,cci
M05732,ICD10CM,Rheumatologic_disease,cci
M05739,ICD10CM,Rheumatologic_disease,cci
M0574,ICD10CM,Rheumatologic_disease,cci
M05741,ICD10CM,Rheumatologic_disease,cci
M05742,ICD10CM,Rheumatologic_disease,cci
M05749,ICD10CM,Rheumatologic_disease,cci
M0575,ICD10CM,Rheumatologic_disease,cci
M05751,ICD10CM,Rheumatologic_disease,cci
M05752,ICD10CM,Rheumatologic_disease,cci
M05759,ICD10CM,Rheumatologic_disease,cci
M0576,ICD10CM,Rheumatologic_disease,cci
M05761,ICD10CM,Rheumatologic_disease,cci
M05762,ICD10CM,Rheumatologic_disease,cci
M05769,ICD10CM,Rheumatologic_disease,cci
M0577,ICD10CM,Rheumatologic_disease,cci
M05771,ICD10CM,Rheumatologic_disease,cci
M05772,ICD10CM,Rheumatologic_disease,cci
M05779,ICD10CM,Rheumatologic_disease,cci
M0579,ICD10CM,Rheumatologic_disease,cci
M0580,ICD10CM,Rheumatologic_disease,cci
M05811,ICD10CM,Rheumatologic_disease,cci
M05812,ICD10CM,Rheumatologic_disease,cci
M05819,ICD10CM,Rheumatologic_disease,cci
M05821,ICD10CM,Rheumatologic_disease,cci
M05822,ICD10CM,Rheumatologic_disease,cci
M05829,ICD10CM,Rheumatologic_disease,cci
M05831,ICD10CM,Rheumatologic_disease,cci
M05832,ICD10CM,Rheumatologic_disease,cci
M05839,ICD10CM,Rheumatologic_disease,cci
M05841,ICD10CM,Rheumatologic_disease,cci
M05842,ICD10CM,Rheumatologic_disease,cci
M05849,ICD10CM,Rheumatologic_disease,cci
M05851,ICD10CM,Rheumatologic_disease,cci
M05852,ICD10CM,Rheumatologic_disease,cci
M05859,ICD10CM,Rheumatologic_disease,cci
M05861,ICD10CM,Rheumatologic_disease,cci
M05862,ICD10CM,Rheumatologic_disease,cci
M05869,ICD10CM,Rheumatologic_disease,cci
M05871,ICD10CM,Rheumatologic_disease,cci
M05872,ICD10CM,Rheumatologic_disease,cci
M05879,ICD10CM,Rheumatologic_disease,cci
M0589,ICD10CM,Rheumatologic_disease,cci
M059,ICD10CM,Rheumatologic_disease,cci
M06,ICD10CM,Rheumatologic_disease,cci
M0600,ICD10CM,Rheumatologic_disease,cci
M06011,ICD10CM,Rheumatologic_disease,cci
M06012,ICD10CM,Rheumatologic_disease,cci
M06019,ICD10CM,Rheumatologic_disease,cci
M06021,ICD10CM,Rheumatologic_disease,cci
M06022,ICD10CM,Rheumatologic_disease,cci
M06029,ICD10CM,Rheumatologic_disease,cci
M06031,ICD10CM,Rheumatologic_disease,cci
M06032,ICD10CM,Rheumatologic_disease,cci
M06039,ICD10CM,Rheumatologic_disease,cci
M06041,ICD10CM,Rheumatologic_disease,cci
M06042,ICD10CM,Rheumatologic_disease,cci
M06049,ICD10CM,Rheumatologic_disease,cci
M06051,ICD10CM,Rheumatologic_disease,cci
M06052,ICD10CM,Rheumatologic_disease,cci
M06059,ICD10CM,Rheumatologic_disease,cci
M06061,ICD10CM,Rheumatologic_disease,cci
M06062,ICD10CM,Rheumatologic_disease,cci
M06069,ICD10CM,Rheumatologic_disease,cci
M06071,ICD10CM,Rheumatologic_disease,cci
M06072,ICD10CM,Rheumatologic_disease,cci
M06079,ICD10CM,Rheumatologic_disease,cci
M0608,ICD10CM,Rheumatologic_disease,cci
M0609,ICD10CM,Rheumatologic_disease,cci
M061,ICD10CM,Rheumatologic_disease,cci
M0620,ICD10CM,Rheumatologic_disease,cci
M06211,ICD10CM,Rheumatologic_disease,cci
M06212,ICD10CM,Rheumatologic_disease,cci
M06219,ICD10CM,Rheumatologic_disease,cci
M06221,ICD10CM,Rheumatologic_disease,cci
M06222,ICD10CM,Rheumatologic_disease,cci
M06229,ICD10CM,Rheumatologic_disease,cci
M06231,ICD10CM,Rheumatologic_disease,cci
M06232,ICD10CM,Rheumatologic_disease,cci
M06239,ICD10CM,Rheumatologic_disease,cci
M06241,ICD10CM,Rheumatologic_disease,cci
M06242,ICD10CM,Rheumatologic_disease,cci
M06249,ICD10CM,Rheumatologic_disease,cci
M06251,ICD10CM,Rheumatologic_disease,cci
M06252,ICD10CM,Rheumatologic_disease,cci
M06259,ICD10CM,Rheumatologic_disease,cci
M06261,ICD10CM,Rheumatologic_disease,cci
M06262,ICD10CM,Rheumatologic_disease,cci
